"GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference"
"ENSG00000140105","WARS","14","-",100374135,100374265,100369086,100369258,100375282,100375333,"668,586,195","442,504,171","174,168,50","267,297,128",279,149,1.33e-07,2.88e-05,"0.447,0.383,0.378","0.258,0.232,0.173",0.182
"ENSG00000172530","BANP","16","+",88004294,88004411,87984059,87984259,88006089,88006265,"66,85,68","0,6,0","84,69,60","8,8,18",266,149,0.000681696,0.049457567,"1.0,0.888,1.0","0.855,0.829,0.651",0.184
"ENSG00000124279","FASTKD3","5","-",7866645,7868196,7865897,7865983,7868978,7869002,"497,878,735","7,0,7","472,846,723","14,21,29",1700,149,1.97e-05,0.002581448,"0.862,1.0,0.902","0.747,0.779,0.686",0.184
"ENSG00000128513","POT1","7","-",124829253,124829342,124827200,124827305,124835278,124835414,"652,549,536","20,10,7","487,411,370","42,102,74",238,149,3.84e-11,1.44e-08,"0.953,0.972,0.98","0.879,0.716,0.758",0.184
"ENSG00000044446","PHKA2","X","-",18951103,18951272,18948743,18948826,18952493,18952541,"27,51,32","2,0,0","31,34,49","4,2,13",318,149,0.000117275,0.011777817,"0.863,1.0,1.0","0.784,0.888,0.638",0.184
"ENSG00000122126","OCRL","X","+",129557860,129557950,129557324,129557435,129558632,129558753,"109,107,73","0,0,2","97,79,34","10,5,12",239,149,0.00024759,0.021773859,"1.0,1.0,0.958","0.858,0.908,0.639",0.184
"ENSG00000128805","ARHGAP22","10","-",48479587,48479764,48459683,48459891,48555462,48555550,"189,300,189","38,0,0","328,381,307","60,75,52",326,149,1.52e-05,0.002089823,"0.694,1.0,1.0","0.714,0.699,0.73",0.184
"ENSG00000132716","DCAF8","1","-",160261284,160261358,160243959,160244034,160262116,160262425,"56,62,63","0,9,0","84,60,86","15,13,22",223,149,0.000469836,0.03715183,"1.0,0.822,1.0","0.789,0.755,0.723",0.185
"ENSG00000177410","ZFAS1","20","+",49280902,49280964,49280484,49280570,49289044,49289260,"918,757,955,196","185,015,871,531","345,932,193,106","194,118,461,887",211,149,6.06e-13,2.88e-10,"0.778,0.721,0.706","0.557,0.552,0.538",0.186
"ENSG00000187583","PLEKHN1","1","+",973185,973326,972860,973010,973499,973640,"29,28,55","0,0,3","43,51,68","5,8,11",290,149,0.000353163,0.029162777,"1.0,1.0,0.904","0.815,0.766,0.761",0.187
"ENSG00000275066","SYNRG","17","-",37577379,37577613,37576340,37576418,37584647,37584759,"217,208,172","0,0,0","113,225,171","14,6,23",383,149,1.31e-06,0.000234688,"1.0,1.0,1.0","0.758,0.936,0.743",0.188
"ENSG00000196498","NCOR2","12","-",124374412,124374463,124372021,124372610,124378236,124378384,"216,239,184","127,182,117","104,146,110","151,197,166",200,149,3.96e-06,0.000648434,"0.559,0.495,0.54","0.339,0.356,0.331",0.189
"ENSG00000078674","PCM1","8","+",17934705,17934858,17924712,17924780,17935588,17935706,"48,37,5","48,63,37","0,4,2","43,69,59",302,149,6.96e-07,0.000133675,"0.33,0.225,0.063","0.0,0.028,0.016",0.191
"ENSG00000123562","MORF4L2","X","-",103684680,103684729,103678498,103678651,103685170,103685260,"284,927,032,071","10,521,320,784","123,916,841,151","96,217,881,039",198,149,1.01e-11,4.09e-09,"0.671,0.606,0.665","0.492,0.415,0.455",0.193
"ENSG00000142330","CAPN10","2","+",240596849,240596942,240596318,240596521,240597887,240598087,"30,37,43","0,1,2","42,67,58","5,24,7",242,149,9.1e-05,0.009459059,"1.0,0.958,0.93","0.838,0.632,0.836",0.194
"ENSG00000177410","ZFAS1","20","+",49280902,49280964,49279103,49279208,49289044,49289260,"307,920,291,901","540,475,484","119,911,941,025","587,688,567",211,149,1.17e-13,6.1e-11,"0.801,0.751,0.735","0.591,0.551,0.561",0.195
"ENSG00000198556","ZNF789","7","+",99478273,99478356,99476402,99476480,99479660,99479787,"41,26,27","42,59,45","10,6,4","40,39,35",232,149,0.000402482,0.032618593,"0.385,0.221,0.278","0.138,0.09,0.068",0.196
"ENSG00000064607","SUGP2","19","-",18993647,18993740,18990889,18991149,18994365,18995280,"382,469,458","11,20,30","334,434,373","68,90,97",242,149,2.86e-14,1.58e-11,"0.955,0.935,0.904","0.752,0.748,0.703",0.197
"ENSG00000163681","SLMAP","3","+",57925844,57925934,57922888,57923023,57927295,57927486,"384,397,437","8,13,5","287,317,263","49,63,50",239,149,0,0,"0.968,0.95,0.982","0.785,0.758,0.766",0.197
"ENSG00000214548","MEG3","14","+",100832511,100832641,100830604,100831534,100836166,100836300,"21,27,6","27,29,25","3,9,1","21,72,45",279,149,6.84e-05,0.007407668,"0.293,0.332,0.114","0.071,0.063,0.012",0.198
"ENSG00000041982","TNC","9","-",115048259,115048532,115046409,115046682,115057152,115057425,"353,353,252,667","214,822,871,592","9,011,850,866","153,221,311,341",422,149,1.23e-14,7.23e-12,"0.367,0.451,0.372","0.172,0.235,0.186",0.199
"ENSG00000136270","TBRG4","7","-",45104098,45104256,45103030,45103443,45105440,45105669,"243,206,181","45,28,36","157,176,165","70,73,64",307,149,1.39e-05,0.001933698,"0.724,0.781,0.709","0.521,0.539,0.556",0.199
"ENSG00000153113","CAST","5","+",96726793,96726859,96722638,96722698,96727488,96727530,"281,478,320","437,596,395","115,139,101","417,725,402",215,149,2.22e-16,1.43e-13,"0.308,0.357,0.36","0.16,0.117,0.148",0.2
"ENSG00000134283","PPHLN1","12","+",42384939,42384996,42374862,42375074,42387455,42387535,"11,351,023,999","55,28,36","597,859,648","137,256,127",206,149,0,0,"0.937,0.964,0.953","0.759,0.708,0.787",0.2
"ENSG00000114200","BCHE","3","-",165829516,165831041,165786144,165786311,165837313,165837462,"143,212,136","0,2,0","210,492,377","8,18,4",1674,149,7.11e-05,0.007668523,"1.0,0.904,1.0","0.7,0.709,0.893",0.201
"ENSG00000272888","LINC01578","15","+",92883584,92883778,92882873,92883186,92885514,92885584,"169,143,190","68,61,52","132,176,135","110,141,115",343,149,4.21e-05,0.004931422,"0.519,0.505,0.613","0.343,0.352,0.338",0.201
"ENSG00000196504","PRPF40A","2","-",152679055,152679109,152677450,152677475,152679351,152679472,"446,471,303","23,17,19","237,343,228","81,68,60",203,149,2.65e-13,1.3e-10,"0.934,0.953,0.921","0.682,0.787,0.736",0.201
"ENSG00000099290","WASHC2A","10","+",50099977,50100064,50097674,50097802,50104041,50104143,"186,187,126","152,108,64","160,85,125","173,167,187",236,149,0.000144228,0.013988154,"0.436,0.522,0.554","0.369,0.243,0.297",0.201
"ENSG00000174343","CHRNA9","4","+",40338051,40338241,40337285,40337364,40348881,40349414,"20,20,20","24,19,18","13,8,14","30,84,52",339,149,2.95e-05,0.003635166,"0.268,0.316,0.328","0.16,0.04,0.106",0.202
"ENSG00000105655","ISYNA1","19","-",18436683,18436877,18436329,18436479,18437859,18437988,"13,1,14","0,0,0","52,97,78","2,12,15",343,149,1.84e-06,0.000318408,"1.0,1.0,1.0","0.919,0.778,0.693",0.203
"ENSG00000136068","FLNB","3","+",58141857,58141896,58138281,58138529,58142649,58142752,"157,151,128","180,276,181","125,96,71","337,563,437",188,149,9.28e-09,2.45e-06,"0.409,0.302,0.359","0.227,0.119,0.114",0.203
"ENSG00000125648","SLC25A23","19","-",6452311,6452479,6444150,6444301,6454322,6454405,"26,34,29","0,0,0","19,37,46","1,5,9",317,149,0.000291104,0.024763972,"1.0,1.0,1.0","0.899,0.777,0.706",0.206
"ENSG00000140157","NIPA2","15","+",22845145,22845267,22838657,22838947,22851638,22851665,"181,198,155","5,15,1","122,108,76","22,24,15",271,149,1.48e-06,0.000261413,"0.952,0.879,0.988","0.753,0.712,0.736",0.206
"ENSG00000132330","SCLY","2","+",238073782,238073847,238069296,238069477,238081708,238081836,"32,24,15","48,57,49","9,12,2","129,174,125",214,149,7.28e-09,2.05e-06,"0.317,0.227,0.176","0.046,0.046,0.011",0.206
"ENSG00000122490","PQLC1","18","-",79930227,79930311,79919183,79919400,79943328,79943462,"28,12,26","38,38,27","7,1,5","22,48,46",233,149,9.78e-05,0.010057385,"0.32,0.168,0.381","0.169,0.013,0.065",0.207
"ENSG00000140105","WARS","14","-",100374135,100374244,100369086,100369258,100375282,100375347,"949,919,312","442,504,171","283,261,70","267,297,128",258,149,3.71e-06,0.000611694,"0.554,0.513,0.513","0.38,0.337,0.24",0.208
"ENSG00000100523","DDHD1","14","-",53051843,53051927,53036744,53046949,53054437,53054629,"148,156,74","10,21,20","100,139,156","42,65,59",233,149,0.000122144,0.012098778,"0.904,0.826,0.703","0.604,0.578,0.628",0.208
"ENSG00000170473","PYM1","12","-",55914275,55914366,55903386,55903480,55927075,55927111,"27,19,38","28,30,31","28,11,14","72,69,40",240,149,0.000498035,0.039002535,"0.374,0.282,0.432","0.194,0.09,0.179",0.208
"ENSG00000134574","DDB2","11","+",47232813,47232959,47216857,47217049,47237836,47238001,"296,246,169","12,6,8","302,310,311","47,60,75",295,149,4.12e-11,1.54e-08,"0.926,0.954,0.914","0.764,0.723,0.677",0.21
"ENSG00000093167","LRRFIP2","3","-",37091466,37091538,37083635,37083806,37094791,37094908,"949,856,743","111,56,62","399,408,352","80,167,139",221,149,1.18e-08,3.04e-06,"0.852,0.912,0.89","0.771,0.622,0.631",0.21
"ENSG00000115904","SOS1","2","-",38989269,38989314,38987472,38987591,38995122,38995387,"150,156,136","0,10,22","113,132,179","55,44,32",194,149,2.46e-05,0.003106981,"1.0,0.923,0.826","0.612,0.697,0.811",0.21
"ENSG00000179134","SAMD4B","19","+",39354005,39354066,39342395,39342576,39356688,39357089,"67,128,104","0,0,0","126,113,73","10,27,20",210,149,4.59e-10,1.53e-07,"1.0,1.0,1.0","0.899,0.748,0.721",0.211
"ENSG00000114107","CEP70","3","-",138572858,138572984,138571265,138571356,138591853,138591956,"57,135,75","0,2,2","102,118,138","23,20,16",275,149,3.67e-08,8.65e-06,"1.0,0.973,0.953","0.706,0.762,0.824",0.211
"ENSG00000127483","HP1BP3","1","-",20780344,20780540,20779811,20779911,20787194,20787272,"658,911,685","30,50,0","296,553,437","46,103,72",345,149,2.52e-14,1.4e-11,"0.905,0.887,1.0","0.735,0.699,0.724",0.211
"ENSG00000041982","TNC","9","-",115048259,115048532,115042218,115042341,115064646,115064919,"11,561,742,869","5,0,2","285,564,294","28,34,42",422,149,0,0,"0.988,1.0,0.994","0.782,0.854,0.712",0.211
"ENSG00000117143","UAP1","1","+",162592734,162592782,162590322,162590511,162597791,162597858,"357,337,274","171,148,147","176,161,181","214,190,188",197,149,9.25e-09,2.45e-06,"0.612,0.633,0.585","0.383,0.391,0.421",0.212
"ENSG00000138119","MYOF","10","-",93392916,93392955,93389029,93389154,93396141,93396224,"664,751,254","12,12,0","397,457,275","56,101,99",188,149,0,0,"0.978,0.98,1.0","0.849,0.782,0.688",0.213
"ENSG00000025156","HSF2","6","+",122427902,122427956,122423580,122423686,122431429,122431514,"141,127,174","76,82,61","73,93,95","96,100,112",203,149,8.83e-05,0.009210313,"0.577,0.532,0.677","0.358,0.406,0.384",0.213
"ENSG00000196295","GARS-DT","7","-",30579230,30579314,30568832,30568989,30585329,30585479,"41,18,16","0,1,0","24,23,28","2,8,6",233,149,7.4e-05,0.0079653,"1.0,0.92,1.0","0.885,0.648,0.749",0.213
"ENSG00000136504","KAT7","17","+",49809118,49809208,49805362,49805445,49811475,49811574,"214,138,74","1,0,12","64,101,60","17,14,22",239,149,4.96e-06,0.000783243,"0.993,1.0,0.794","0.701,0.818,0.63",0.213
"ENSG00000120549","KIAA1217","10","+",24542692,24542770,24533069,24533237,24544980,24545103,"55,48,46","4,4,0","74,98,75","17,17,31",227,149,0.000149815,0.014380054,"0.9,0.887,1.0","0.741,0.791,0.614",0.214
"ENSG00000161091","MFSD12","19","-",3542775,3542977,3538274,3538756,3544808,3544939,"405,371,381","138,100,104","314,464,444","325,220,323",351,149,3.86e-05,0.004602585,"0.555,0.612,0.609","0.291,0.472,0.368",0.215
"ENSG00000248323","LUCAT1","5","-",91312294,91312413,91310626,91311032,91313637,91313777,"64,65,20","0,0,0","30,39,43","0,9,13",268,149,0.000451279,0.035990568,"1.0,1.0,1.0","1.0,0.707,0.648",0.215
"ENSG00000067836","ROGDI","16","-",4802381,4802453,4801028,4801585,4802526,4802615,"13,23,11","1,0,0","114,63,50","15,19,13",221,149,7.56e-06,0.001130348,"0.898,1.0,1.0","0.837,0.691,0.722",0.216
"ENSG00000197579","TOPORS","9","-",32550773,32550968,32540543,32544326,32552433,32552553,"75,77,58","0,0,2","34,87,43","12,8,2",344,149,0.000154753,0.014745232,"1.0,1.0,0.926","0.551,0.825,0.903",0.216
"ENSG00000172671","ZFAND4","10","-",45652983,45653059,45651965,45652033,45663541,45663842,"19,49,24","0,0,1","50,71,28","6,9,12",225,149,9.43e-06,0.001360123,"1.0,1.0,0.941","0.847,0.839,0.607",0.216
"ENSG00000099290","WASHC2A","10","+",50127159,50127222,50126056,50126179,50127582,50127795,"584,493,427","75,80,42","444,473,322","191,168,150",212,149,1.6e-13,8.25e-11,"0.846,0.812,0.877","0.62,0.664,0.601",0.217
"ENSG00000198157","HMGN5","X","-",81195117,81195297,81121534,81121672,81201736,81201886,"18,63,15","1,0,0","4,18,60","0,6,14",329,149,0.000175091,0.01630122,"0.891,1.0,1.0","1.0,0.576,0.66",0.218
"ENSG00000100296","THOC5","22","-",29531077,29531110,29529161,29529239,29531830,29531963,"283,184,140","119,95,59","200,135,119","175,183,138",182,149,5.47e-07,0.000107531,"0.661,0.613,0.66","0.483,0.377,0.414",0.22
"ENSG00000187583","PLEKHN1","1","+",973499,973640,972860,973010,973832,974051,"24,29,37","0,2,0","61,46,62","7,8,17",290,149,1.06e-05,0.001521768,"1.0,0.882,1.0","0.817,0.747,0.652",0.222
"ENSG00000148950","IMMP1L","11","-",31469757,31469797,31463171,31463305,31509518,31509603,"11,9,18","12,34,47","2,4,6","46,46,73",189,149,0.000645054,0.047380159,"0.42,0.173,0.232","0.033,0.064,0.061",0.222
"ENSG00000132716","DCAF8","1","-",160261284,160261350,160243959,160244034,160262116,160262451,"41,46,38","0,9,0","52,57,60","15,13,22",215,149,0.000651216,0.047725013,"1.0,0.78,1.0","0.706,0.752,0.654",0.223
"ENSG00000137177","KIF13A","6","-",17789871,17789910,17787775,17787875,17794248,17794395,"155,109,101","17,6,4","81,105,96","35,53,15",188,149,3.97e-05,0.004710509,"0.878,0.935,0.952","0.647,0.611,0.835",0.224
"ENSG00000109790","KLHL5","4","+",39062558,39063035,39045038,39045096,39075964,39076147,"146,321,143","30,84,53","55,175,57","50,79,62",626,149,0.000335513,0.027993005,"0.537,0.476,0.391","0.207,0.345,0.18",0.224
"ENSG00000151532","VTI1A","10","+",112448381,112448489,112446997,112447467,112448881,112450726,"105,73,40","0,2,4","27,25,21","6,5,6",257,149,0.000233687,0.020719162,"1.0,0.955,0.853","0.723,0.744,0.67",0.224
"ENSG00000112855","HARS2","5","+",140696028,140696201,140695737,140695845,140696520,140696614,"164,119,176","23,2,9","130,122,157","26,46,30",322,149,0.000269705,0.023202061,"0.767,0.965,0.9","0.698,0.551,0.708",0.225
"ENSG00000126254","RBM42","19","+",35632935,35633001,35631330,35631405,35633100,35633252,"112,55,102","0,0,0","84,118,71","9,36,15",215,149,7.52e-13,3.45e-10,"1.0,1.0,1.0","0.866,0.694,0.766",0.225
"ENSG00000185379","RAD51D","17","-",35106127,35106249,35103453,35103544,35106385,35106481,"8,6,8","8,17,20","0,0,1","25,21,28",271,149,9.06e-05,0.009435422,"0.355,0.163,0.18","0.0,0.0,0.019",0.226
"ENSG00000163539","CLASP2","3","-",33559124,33559175,33551251,33551395,33559306,33559385,"19,35,20","52,50,35","9,7,0","46,95,73",200,149,6.81e-08,1.55e-05,"0.214,0.343,0.299","0.127,0.052,0.0",0.226
"ENSG00000122490","PQLC1","18","-",79930227,79930311,79919183,79919400,79933968,79934022,"16,10,40","54,34,32","4,0,5","73,50,61",233,149,2.34e-05,0.00297612,"0.159,0.158,0.444","0.034,0.0,0.05",0.226
"ENSG00000186575","NF2","22","+",29683019,29683079,29681438,29681601,29694751,29694811,"40,25,37","63,47,47","25,8,12","102,94,134",209,149,1.98e-08,4.91e-06,"0.312,0.275,0.359","0.149,0.057,0.06",0.227
"ENSG00000096093","EFHC1","6","+",52481545,52481662,52479639,52479787,52482783,52484604,"6,2,9","11,3,16","0,1,0","5,8,2",266,149,9.89e-05,0.010153372,"0.234,0.272,0.24","0.0,0.065,0.0",0.227
"ENSG00000010803","SCMH1","1","-",41033982,41034048,41028583,41028726,41037361,41037452,"144,210,172","54,39,75","112,139,96","75,112,100",215,149,0.000125075,0.012351473,"0.649,0.789,0.614","0.509,0.462,0.4",0.227
"ENSG00000136068","FLNB","3","+",58141857,58141929,58138281,58138529,58142649,58142752,"442,416,300","180,276,181","325,372,241","337,563,437",221,149,4.48e-07,8.88e-05,"0.623,0.504,0.528","0.394,0.308,0.271",0.227
"ENSG00000134668","SPOCD1","1","-",31796592,31796715,31794123,31794235,31798206,31798323,"579,706,446","122,0,33","239,379,264","102,94,72",272,149,9.95e-08,2.19e-05,"0.722,1.0,0.881","0.562,0.688,0.668",0.228
"ENSG00000104331","IMPAD1","8","-",56967109,56967218,56966190,56966352,56978049,56978145,"293,240,215","402,457,369","66,48,80","102,114,981,081",258,149,0,0,"0.296,0.233,0.252","0.036,0.018,0.041",0.229
"ENSG00000126777","KTN1","14","+",55673171,55673255,55672928,55673012,55675834,55675918,"305,334,053,539","135,816,341,344","126,014,601,326","127,717,941,440",233,149,0,0,"0.59,0.571,0.627","0.387,0.342,0.371",0.229
"ENSG00000013619","MAMLD1","X","+",150473679,150473802,150469744,150471490,150503273,150503517,"50,32,22","0,0,0","52,43,51","5,10,9",272,149,6.84e-07,0.00013166,"1.0,1.0,1.0","0.851,0.702,0.756",0.23
"ENSG00000108946","PRKAR1A","17","+",68514986,68515119,68511779,68512142,68515393,68515536,"50,27,47","62,62,44","21,10,14","124,217,136",282,149,1.77e-10,6.14e-08,"0.299,0.187,0.361","0.082,0.024,0.052",0.23
"ENSG00000105655","ISYNA1","19","-",18437598,18437760,18436329,18436479,18437859,18437988,"9,9,19","0,0,0","56,59,65","2,12,15",311,149,1.95e-06,0.000332402,"1.0,1.0,1.0","0.931,0.702,0.675",0.231
"ENSG00000054277","OPN3","1","-",241604259,241604579,241597745,241597997,241639881,241640361,"116,124,96","8,14,12","99,138,84","27,36,27",469,149,0.000302709,0.025643915,"0.822,0.738,0.718","0.538,0.549,0.497",0.231
"ENSG00000117143","UAP1","1","+",162592731,162592782,162590322,162590511,162597791,162597858,"720,673,587","171,148,147","317,285,287","214,190,188",200,149,9.2e-14,4.83e-11,"0.758,0.772,0.748","0.525,0.528,0.532",0.231
"ENSG00000031823","RANBP3","19","-",5950716,5950872,5941798,5941835,5951392,5951596,"9,9,15","8,16,13","2,6,2","13,41,9",305,149,0.000473256,0.037376907,"0.355,0.216,0.36","0.07,0.067,0.098",0.232
"ENSG00000215067","ALOX12-AS1","17","-",7002483,7002620,6985108,6985540,7009795,7009889,"146,73,80","0,1,12","81,111,69","14,16,33",286,149,0.000300503,0.025496891,"1.0,0.974,0.776","0.751,0.783,0.521",0.232
"ENSG00000116095","PLEKHA3","2","+",178488967,178489014,178485640,178485757,178490658,178490814,"115,116,67","197,278,221","6,9,4","298,412,321",196,149,0,0,"0.307,0.241,0.187","0.015,0.016,0.009",0.232
"ENSG00000123562","MORF4L2","X","-",103684680,103684729,103676494,103677051,103685170,103685260,"190,817,311,384","15,25,27","8,331,052,696","223,193,216",198,149,0,0,"0.99,0.981,0.975","0.738,0.804,0.708",0.232
"ENSG00000154710","RABGEF1","7","+",66770322,66770467,66768830,66769025,66771882,66772035,"163,116,120","53,62,65","16,34,22","21,33,32",294,149,0.00036795,0.030234131,"0.609,0.487,0.483","0.279,0.343,0.258",0.233
"ENSG00000149262","INTS4","11","-",77987603,77987698,77981458,77981576,77991107,77991299,"24,18,13","16,20,18","11,6,17","28,58,46",244,149,0.000588747,0.044090323,"0.478,0.355,0.306","0.193,0.059,0.184",0.234
"ENSG00000038219","BOD1L1","4","-",13572701,13572842,13569505,13570128,13576837,13576991,"252,360,265","182,176,177","115,254,146","245,343,323",290,149,6.1e-11,2.23e-08,"0.416,0.512,0.435","0.194,0.276,0.188",0.235
"ENSG00000165912","PACSIN3","11","-",47182673,47182809,47182402,47182559,47183003,47183069,"23,30,22","0,0,0","31,47,40","8,7,4",285,149,1.36e-05,0.001893987,"1.0,1.0,1.0","0.67,0.778,0.839",0.238
"ENSG00000122515","ZMIZ2","7","+",44760150,44760228,44759280,44759460,44760424,44760593,"82,70,51","20,16,10","33,67,60","27,46,27",227,149,0.000586594,0.043979709,"0.729,0.742,0.77","0.445,0.489,0.593",0.238
"ENSG00000100209","HSCB","22","+",28743881,28743978,28742030,28742331,28751240,28751288,"109,89,104","9,0,25","69,68,83","21,18,47",246,149,0.000636501,0.046910761,"0.88,1.0,0.716","0.666,0.696,0.517",0.239
"ENSG00000040275","SPDL1","5","+",169590752,169590829,169588534,169588575,169591047,169591224,"57,106,153","133,187,165","9,0,28","142,178,145",226,149,7.98e-14,4.22e-11,"0.22,0.272,0.379","0.04,0.0,0.113",0.239
"ENSG00000259431","THTPA","14","+",23556742,23557034,23556270,23556343,23558694,23558898,"47,62,45","1,2,4","76,110,91","13,27,14",441,149,0.00038374,0.031276055,"0.941,0.913,0.792","0.664,0.579,0.687",0.239
"ENSG00000177628","GBA","1","-",155241085,155241180,155239885,155240077,155244094,155244230,"44,31,11","0,2,0","45,39,28","9,6,10",244,149,9.37e-06,0.001358547,"1.0,0.904,1.0","0.753,0.799,0.631",0.24
"ENSG00000136960","ENPP2","8","-",119595846,119596002,119593751,119593860,119600677,119600750,"80,131,58","114,81,110","17,31,20","127,259,160",305,149,1.4e-08,3.55e-06,"0.255,0.441,0.205","0.061,0.055,0.058",0.242
"ENSG00000159147","DONSON","21","-",33583487,33583666,33581950,33582055,33584589,33584726,"154,194,131","0,10,6","76,59,81","6,15,26",328,149,7.66e-05,0.00818701,"1.0,0.898,0.908","0.852,0.641,0.586",0.242
"ENSG00000172965","MIR4435-2HG","2","-",111365560,111367575,111344060,111344237,111494884,111495120,"852,730,545","0,0,16","520,624,483","12,26,22",2164,149,5.24e-05,0.005890048,"1.0,1.0,0.701","0.749,0.623,0.602",0.242
"ENSG00000259431","THTPA","14","+",23556742,23557039,23556270,23556343,23558694,23558859,"39,77,48","1,2,4","82,106,91","13,27,14",446,149,0.000244548,0.021564619,"0.929,0.928,0.8","0.678,0.567,0.685",0.242
"ENSG00000149090","PAMR1","11","-",35451887,35451938,35441480,35441693,35468000,35468108,"170,178,150","73,134,48","161,175,131","204,224,170",200,149,4.64e-05,0.005301243,"0.634,0.497,0.7","0.37,0.368,0.365",0.243
"ENSG00000104067","TJP1","15","-",29719776,29720016,29718265,29719138,29720357,29720708,"161,250,161","189,190,92","10,53,35","119,141,125",389,149,9.01e-12,3.69e-09,"0.246,0.335,0.401","0.031,0.126,0.097",0.243
"ENSG00000235531","MSC-AS1","8","+",71965408,71965534,71962921,71963048,71973537,71973659,"98,99,61","7,0,2","75,59,48","11,18,13",275,149,7.04e-06,0.001064858,"0.884,1.0,0.943","0.787,0.64,0.667",0.244
"ENSG00000148840","PPRC1","10","+",102145019,102145090,102144249,102144307,102148371,102148521,"102,125,84","23,9,20","55,93,44","33,41,27",220,149,9.65e-05,0.009956023,"0.75,0.904,0.74","0.53,0.606,0.525",0.244
"ENSG00000173846","PLK3","1","+",44804649,44804779,44804338,44804501,44805265,44805379,"290,269,190","46,24,42","87,116,88","42,40,54",279,149,1.29e-05,0.001806455,"0.771,0.857,0.707","0.525,0.608,0.465",0.246
"ENSG00000197381","ADARB1","21","+",45184473,45184593,45183361,45183510,45184922,45185091,"22,27,19","0,0,0","31,46,67","0,15,22",269,149,5.94e-05,0.006529445,"1.0,1.0,1.0","1.0,0.629,0.628",0.248
"ENSG00000129295","LRRC6","8","-",132578407,132578516,132572198,132572480,132583693,132583775,"64,59,65","55,34,37","40,49,34","81,96,73",258,149,2.06e-06,0.000350343,"0.402,0.501,0.504","0.222,0.228,0.212",0.248
"ENSG00000137965","IFI44","1","+",78660553,78660654,78659311,78659483,78663764,78664078,"400,492,515","0,15,27","256,293,281","66,56,83",250,149,0,0,"1.0,0.951,0.919","0.698,0.757,0.669",0.249
"ENSG00000040275","SPDL1","5","+",169590755,169590829,169588393,169588575,169591047,169591074,"77,96,143","133,187,165","10,8,19","142,178,145",223,149,0,0,"0.279,0.255,0.367","0.045,0.029,0.081",0.249
"ENSG00000026508","CD44","11","+",35209964,35210054,35189834,35190065,35211245,35211253,"235,206,189","216,203,192","17,34,28","98,108,91",239,149,2.61e-13,1.29e-10,"0.404,0.387,0.38","0.098,0.164,0.161",0.249
"ENSG00000183765","CHEK2","22","-",28703504,28703566,28699763,28699937,28710005,28710059,"193,164,233","18,8,27","67,82,127","30,35,40",211,149,4.31e-09,1.27e-06,"0.883,0.935,0.859","0.612,0.623,0.692",0.25
"ENSG00000152818","UTRN","6","+",144827347,144827386,144820881,144821018,144827610,144827676,"108,183,123","1,5,7","117,163,117","39,31,55",188,149,2.51e-11,9.67e-09,"0.988,0.967,0.933","0.704,0.806,0.628",0.25
"ENSG00000160408","ST6GALNAC6","9","-",127897825,127898010,127896241,127896332,127899502,127899535,"6,15,9","9,9,9","1,10,5","59,45,17",334,149,5.73e-05,0.006357445,"0.229,0.426,0.308","0.008,0.09,0.116",0.25
"ENSG00000204852","TCTN1","12","+",110644966,110645129,110641023,110641149,110647195,110647336,"19,40,13","0,0,0","20,32,32","3,10,2",312,149,0.000176529,0.016341596,"1.0,1.0,1.0","0.761,0.604,0.884",0.25
"ENSG00000121310","ECHDC2","1","-",52905033,52906611,52904645,52904833,52907867,52907954,"18,152,77","1,1,0","91,321,185","13,21,3",1727,149,0.00012804,0.012606045,"0.608,0.929,1.0","0.377,0.569,0.842",0.25
"ENSG00000139746","RBM26","13","-",79353152,79353224,79344668,79344794,79354438,79354561,"129,193,261","234,228,184","69,57,58","247,328,327",221,149,2.31e-08,5.69e-06,"0.271,0.363,0.489","0.158,0.105,0.107",0.251
"ENSG00000164118","CEP44","4","+",174317334,174318665,174316165,174316290,174331481,174332293,"338,554,486","3,0,0","155,253,286","10,12,4",1480,149,4.37e-07,8.7e-05,"0.919,1.0,1.0","0.609,0.68,0.878",0.251
"ENSG00000101040","ZMYND8","20","-",47212641,47212725,47209213,47210897,47220257,47220324,"202,253,275","22,30,16","210,405,368","108,134,128",233,149,4.29e-12,1.82e-09,"0.854,0.844,0.917","0.554,0.659,0.648",0.251
"ENSG00000157540","DYRK1A","21","+",37430268,37430400,37420298,37420384,37472683,37472829,"15,23,19","36,37,12","4,3,5","54,37,53",281,149,1.5e-05,0.002072747,"0.181,0.248,0.456","0.038,0.041,0.048",0.253
"ENSG00000135454","B4GALNT1","12","-",57631199,57631254,57630979,57631086,57631914,57632133,"32,36,44","4,0,4","35,34,49","15,9,22",204,149,5.32e-05,0.005974777,"0.854,1.0,0.889","0.63,0.734,0.619",0.253
"ENSG00000100241","SBF1","22","-",50457033,50457111,50456491,50456673,50459254,50459392,"113,184,160","21,44,19","142,153,147","85,77,94",227,149,2.94e-08,7.11e-06,"0.779,0.733,0.847","0.523,0.566,0.507",0.254
