"gene_id","M3_1_U87","M3_2_U87","M3_3_U87","LUC_1_U87","LUC_2_U87","LUC_3_U87","M3_U87","LUC_U87","log2FoldChange","pvalue","padj","gene_name","gene_chr","gene_start","gene_end","gene_strand","gene_length","gene_biotype","gene_description","tf_family","M3_1_U87_count","M3_2_U87_count","M3_3_U87_count","LUC_1_U87_count","LUC_2_U87_count","LUC_3_U87_count","M3_1_U87_fpkm","M3_2_U87_fpkm","M3_3_U87_fpkm","LUC_1_U87_fpkm","LUC_2_U87_fpkm","LUC_3_U87_fpkm"
"ENSG00000187801",474.13867374342,518.71892966661,428.311892447106,196.540321715893,247.956554619856,193.485042333198,473.723165285712,212.660639556316,1.15416198631117,2.01706366952464e-08,2.85775622119907e-07,"ZFP69B","1",40450102,40463718,"+",2386,"protein_coding","ZFP69 zinc finger protein B [Source:HGNC Symbol;Acc:HGNC:28053]","zf-C2H2",436,529,407,177,291,220,3.47256145722607,3.81239850824191,3.08964579510156,1.50188521382349,1.88762141835359,1.46035635251668
"ENSG00000198039",192.482901955471,214.74375349147,256.776662793842,56.6302621893251,34.0833752054785,88.827223980241,221.334439413595,59.8469537916815,1.88694452835936,2.02098039275187e-08,2.86137594555994e-07,"ZNF273","7",64870172,64930966,"+",8652,"protein_coding","zinc finger protein 273 [Source:HGNC Symbol;Acc:HGNC:13067]","zf-C2H2",177,219,244,51,40,101,0.388768121635615,0.435251886667959,0.510808410483951,0.119340424949475,0.0715543148228907,0.184889166964855
"ENSG00000111834",11.9622142458202,8.82508575992343,11.575997093165,52.1886729980055,73.2792566917789,79.1529718635811,10.7877656996362,68.2069671844551,-2.66747327934354,2.04582224450871e-08,2.89428651457595e-07,"RSPH4A","6",116616479,116632985,"+",2840,"protein_coding","radial spoke head component 4A [Source:HGNC Symbol;Acc:HGNC:21558]","-",11,9,11,47,86,90,0.0736051557100039,0.0544925620796525,0.0701550710612137,0.335052939541247,0.468675723053679,0.501915690043904
"ENSG00000157782",51.1112790503228,104.920464034645,124.178877908498,222.079459565981,378.325464780812,441.497687505752,93.4035403311552,347.300870617515,-1.89468230129149,2.04698003934123e-08,2.89428651457595e-07,"CABP1","12",120640552,120667324,"+",5858,"protein_coding","calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1384]","-",47,107,118,200,444,502,0.152469291166258,0.314085197161807,0.36485253133297,0.691217210359459,1.17307545980009,1.35725344444784
"ENSG00000018510",6335.62365419534,5159.7334743019,4820.87660761718,3195.72342315446,2329.59869529446,2122.17912340912,5438.7445787048,2549.16708061935,1.09363437293728,2.05569938292177e-08,2.904660372197e-07,"AGPS","2",177392644,177559299,"+",8965,"protein_coding","alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327]","-",5826,5262,4581,2878,2734,2413,12.3496337225859,10.092845102848,9.25538995801077,6.49941712427567,4.71998439953005,4.26298329381629
"ENSG00000109814",5700.53882514452,5498.02842843229,3659.06744481225,2388.46458763212,2227.34856967802,1381.65909775207,4952.54489946302,1999.15741835407,1.30903897287098,2.07618939177766e-08,2.93164081388712e-07,"UGDH","4",39498755,39528311,"-",4045,"protein_coding","UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]","-",5242,5607,3477,2151,2614,1571,24.6270493875363,23.8355451022919,15.569364582689,10.7660352901515,10.0018285157587,6.15126251703745
"ENSG00000169744",50.0238050279755,177.482280282904,88.3985232568966,720.647846291608,1453.65595251366,887.392762337259,105.301536189259,1020.56552038084,-3.27569415170598,2.10437955723312e-08,2.96945056259402e-07,"LDB2","4",16501541,16898809,"-",5586,"protein_coding","LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533]","-",46,181,84,649,1706,1009,0.156491513555885,0.557173819696554,0.272372387988854,2.3522186013851,4.7268349970108,2.86086152834906
"ENSG00000184307",731.870017039729,782.490937379877,638.784566868288,357.547929901229,380.029633541086,336.839869152795,717.715173762631,358.13914419837,1.00294582983665,2.16981426196098e-08,3.0515373131233e-07,"ZDHHC23","3",113947901,113965401,"+",7138,"protein_coding","zinc finger DHHC-type containing 23 [Source:HGNC Symbol;Acc:HGNC:28654]","-",673,798,607,322,446,383,1.7917293641158,1.92238073678214,1.54027005146597,0.913299547974222,0.967053858237784,0.849823689135698
"ENSG00000078018",1278.86945028042,941.342481058499,678.774375008313,2437.32206873664,2227.34856967802,2124.81755580458,966.32876878241,2263.16273140641,-1.22782961135798,2.17460963399823e-08,3.05623565350748e-07,"MAP2","2",209424058,209734118,"+",11559,"protein_coding","microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]","-",1176,960,645,2195,2614,2416,1.93339659176635,1.42811778464078,1.01070444258257,3.84457356524662,3.50007754531049,3.3104213093163
"ENSG00000167994",460.001511452906,373.595297170092,471.458790703448,220.969062268151,119.291813219175,142.475349354446,435.018533108815,160.912074947257,1.44012148490851,2.20165233998467e-08,3.09217361734076e-07,"RAB3IL1","11",61897301,61920269,"-",3006,"protein_coding","RAB3A interacting protein like 1 [Source:HGNC Symbol;Acc:HGNC:9780]","-",423,381,448,199,140,162,2.67414702889802,2.17946077743281,2.69944051329472,1.34028764677122,0.720827598625009,0.853557221392028
"ENSG00000049089",28.2743245810297,50.9893843906687,49.4610784889779,92.162975719882,234.323204537665,313.093977593721,42.9082624868921,213.193385950423,-2.3133380248303,2.30363058008212e-08,3.22462239294506e-07,"COL9A2","1",40300487,40317813,"-",4217,"protein_coding","collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]","-",26,52,47,83,275,356,0.117166548766393,0.212037561402869,0.201873345662595,0.398481722454013,1.00930271080213,1.3370664750138
"ENSG00000163923",565.486491620593,520.680059835482,479.877697680296,263.164159585687,261.589904702048,224.26675361348,522.014749712124,249.673605967072,1.06471387192443,2.36269251588458e-08,3.3050953695906e-07,"RPL39L","3",187120948,187180908,"-",1060,"protein_coding","ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]","-",520,531,456,237,307,255,9.32247804052606,8.61393745477979,7.79190593714529,4.52664457138544,4.48254705370823,3.81013986089932
"ENSG00000149212",96.7851879889092,134.337416567723,58.9323488379311,240.956213629089,574.304872212313,317.491364919475,96.6849844648545,377.584150253626,-1.96540028593878,2.37466229678953e-08,3.31962937577144e-07,"SESN3","11",95165513,95232541,"-",10573,"protein_coding","sestrin 3 [Source:HGNC Symbol;Acc:HGNC:23060]","-",89,137,56,217,674,361,0.159965255902776,0.222810366593642,0.0959344342069888,0.415523333381254,0.986629305933313,0.540773712980245
"ENSG00000243742",3189.56130754461,2024.86689936021,1462.78508722722,405.295013707915,211.316926273967,136.31900709839,2225.73776471068,250.976982360091,3.14984314662767,2.47016143887929e-08,3.44625245632754e-07,"RPLP0P2","11",61615036,61639449,"+",3909,"transcribed_processed_pseudogene","ribosomal protein lateral stalk subunit P0 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17960]","-",2933,2065,1390,365,248,155,14.2587115426111,9.08379749217845,6.44071161006644,1.89043221114644,0.981925090165115,0.628018779333522
"ENSG00000103404",2457.69129050489,1882.684962117,1895.30643316275,1192.56669786932,791.586389147239,741.39950312221,2078.56089526154,908.517530046255,1.19510155723237,2.57728386189746e-08,3.59093575744878e-07,"USP31","16",23061406,23149270,"-",12017,"protein_coding","ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:HGNC:20060]","-",2260,1920,1801,1074,929,843,3.57393186477558,2.74737679498423,2.71457831455996,1.80943145096066,1.19649806250825,1.11106154415311
"ENSG00000185133",26.0993765363351,22.5529969420265,61.0370755821429,105.487743293841,177.233551068488,353.549940990662,36.5631496868348,212.09041178433,-2.5394876563225,2.58280968833115e-08,3.59419802213149e-07,"INPP5J","22",31122731,31134696,"+",4822,"protein_coding","inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]","-",24,23,58,95,208,402,0.0945840543945151,0.0820188523674571,0.217864019177314,0.398869027101973,0.667618673912854,1.32039979955142
"ENSG00000107872",275.130927653865,229.452229758009,274.666840119643,585.179375956359,478.871421636973,705.340927051023,259.749999177173,589.797241548118,-1.18358215157215,2.5957618984472e-08,3.60711331007104e-07,"FBXL15","10",102419189,102423136,"+",2593,"protein_coding","F-box and leucine rich repeat protein 15 [Source:HGNC Symbol;Acc:HGNC:28155]","-",253,234,261,527,562,802,1.85418001194657,1.55176659620576,1.8231513120434,4.11473634870145,3.35448725123775,4.89867304666066
"ENSG00000149294",1351.73020977769,1639.50482117689,996.588113384298,608.497719210787,639.063285102722,459.08723680877,1329.27438144629,568.88274704076,1.2249060282436,2.65953991619955e-08,3.68842199203094e-07,"NCAM1","11",112961247,113278436,"+",12737,"protein_coding","neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]","-",1243,1672,947,548,750,522,1.85454711238553,2.25726310210837,1.34668974796201,0.871058502481185,0.911352651499054,0.649097530533342
"ENSG00000134256",165.296051396789,141.201372158775,168.378139536946,294.255283924925,434.563033869851,499.543200205712,158.29185436417,409.453839333496,-1.37358682119633,2.69768641995656e-08,3.73639349833271e-07,"CD101","1",117001750,117036476,"+",3828,"protein_coding","CD101 molecule [Source:HGNC Symbol;Acc:HGNC:5949]","-",152,144,160,265,510,568,0.754580450671951,0.64685005770622,0.757064317711967,1.40154762388416,2.06200917739225,2.35008196308958
"ENSG00000275880",246.856603072836,141.201372158775,118.917061047968,668.459173293602,452.456805852728,428.305525528489,168.99167875986,516.407168224939,-1.61169004791321,2.71207264207684e-08,3.75335844654219e-07,"AL139385.1","13",110613082,110616353,"-",3272,"antisense","novel transcript, antisense to CARKD","-",227,144,113,602,531,487,1.31839774903104,0.756767121301776,0.625532490691395,3.72492138112469,2.51173358657627,2.35734023562185
"ENSG00000196646",515.462686592618,535.388536102021,523.024595936638,228.74184335296,269.25866412328,271.758536731628,524.625272877092,256.58634806929,1.03001668667144,2.71350791504335e-08,3.75335844654219e-07,"ZNF136","19",12163064,12189881,"+",5425,"protein_coding","zinc finger protein 136 [Source:HGNC Symbol;Acc:HGNC:12920]","zf-C2H2",474,546,497,206,316,309,1.6603991019787,1.73063689632754,1.65936287727661,0.768778789093878,0.901528969879528,0.902122136108404
"ENSG00000121769",35.8866427374607,41.1837335463093,31.5709011631774,98.8253595068614,128.664741400681,457.328281878469,36.2137591489825,228.272794262004,-2.65701737436908,2.73416338357804e-08,3.77695640054952e-07,"FABP3","1",31365625,31376850,"-",1026,"protein_coding","fatty acid binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3557]","-",33,42,30,89,151,520,0.611224100047986,0.703906519911301,0.529612976644994,1.75621046407129,2.27783327750963,8.02717230947409
"ENSG00000145246",3173.2491972094,2659.29250899026,2144.71655235185,1403.542184457,1278.12657020544,959.509914479633,2659.08608618384,1213.72622304736,1.13190101150974,2.7547780214678e-08,3.8029330492155e-07,"ATP10D","4",47485288,47593486,"+",7965,"protein_coding","ATPase phospholipid transporting 10D (putative) [Source:HGNC Symbol;Acc:HGNC:13549]","-",2918,2712,2038,1264,1500,1091,6.96199004722351,5.85486604648741,4.63450252692598,3.21288520320976,2.91472660945222,2.16942965844965
"ENSG00000163431",0,0.980565084435936,8.41890697684729,37.7535081262167,51.9771471883548,87.0682690499392,3.13315735376108,58.9329747881702,-4.24028732797024,2.8011289526452e-08,3.86438085515615e-07,"LMOD1","1",201896452,201946588,"-",3971,"protein_coding","leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647]","-",0,1,8,34,61,99,0,0.00433025200218845,0.036490080687502,0.173345648730439,0.237750968538823,0.394858880810162
"ENSG00000139508",78.2981296090052,35.3003430396937,74.7177994195197,250.949789309558,168.712707267119,253.289509963459,62.7720906894062,224.317335513379,-1.83997315168921,2.81518809024396e-08,3.88122814725169e-07,"SLC46A3","13",28700064,28718970,"-",3776,"protein_coding","solute carrier family 46 member 3 [Source:HGNC Symbol;Acc:HGNC:27501]","-",72,36,71,226,198,288,0.362355119404411,0.163939487612514,0.340573683763076,1.21174257750605,0.811569190319351,1.20800047434295
"ENSG00000133639",4662.00113380285,3901.66847097059,3222.3366453883,2159.72274427916,1953.82948365406,1650.77920208824,3928.66875005391,1921.44381000715,1.03209601014158,2.83528552808599e-08,3.90637273643375e-07,"BTG1","12",92140278,92145897,"-",4854,"protein_coding","BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]","-",4287,3979,3062,1945,2293,1877,16.7836959055653,14.0957187387818,11.4258926162865,8.11248203910766,7.31133409418347,6.12450654810062
"ENSG00000180425",94.6102399442146,94.1342481058499,99.9745203500616,266.495351479177,214.725263794515,241.856302916498,96.2396694667087,241.02563939673,-1.32315017694249,2.91739418420478e-08,4.01160793222033e-07,"C11orf71","11",114391443,114400511,"-",2203,"protein_coding","chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:25937]","-",87,96,95,240,252,275,0.750479176033829,0.749324261128585,0.781076968279431,2.20561983746839,1.77042849325474,1.97708253353653
"ENSG00000083799",16364.3090882821,11212.7617405249,8628.32728789637,5940.62554338999,4766.56002248617,3693.80535363378,12068.4660389011,4800.33030650331,1.33015204901459,2.95749483089501e-08,4.0640892015654e-07,"CYLD","16",50742050,50801935,"+",12954,"protein_coding","CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]","-",15048,11435,8199,5350,5594,4200,22.075410109005,15.1790759659097,11.4641462410468,8.36149248796841,6.68360716912876,5.13513659516896
"ENSG00000228708",258.818817318656,209.84092806929,245.200665700677,109.92933248516,76.6875942123267,80.032449328732,237.953470362875,88.8831253420731,1.42629576086192,3.17129212591197e-08,4.34651134100042e-07,"AL109763.1","21",18477358,18486599,"-",461,"sense_overlapping","novel transcript","-",238,214,233,99,90,91,9.81092424521907,7.98226067233782,9.15460730085314,4.34778624089247,3.02157884307422,3.12641819558801
"ENSG00000275632",109.834876257077,127.473460976672,130.493058141133,22.2079459565981,14.4854344623284,42.2149183272432,122.60046512496,26.3027662487232,2.21782511755113,3.17543124034692e-08,4.34651373230808e-07,"AL035461.2","20",6000418,6000941,"+",524,"lincRNA","novel transcript","-",101,130,124,20,17,48,3.66289085077334,4.26604196772852,4.28622654838949,0.772738629443838,0.502122845487121,1.45083008623378
"ENSG00000169083",987.426412291343,839.363712277161,1023.94956105905,2614.98563638942,1516.71019664379,2338.53057983625,950.246561875852,2156.74213762315,-1.1822376106663,3.18257316973365e-08,4.35345344201001e-07,"AR","X",67544032,67730619,"+",12775,"protein_coding","androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]","ESR-like",908,856,973,2355,1780,2659,1.35069978389967,1.1521948085942,1.37954748952053,3.7321914814336,2.15650982130884,3.29658312529501
"ENSG00000170185",2901.38069162258,2212.15483048747,2073.15584304865,1300.27523575882,1123.89929740065,852.213663731223,2395.56378838623,1092.12939896357,1.13375630561934,3.2889892085599e-08,4.4960931854946e-07,"USP38","4",143184917,143223830,"+",7787,"protein_coding","ubiquitin specific peptidase 38 [Source:HGNC Symbol;Acc:HGNC:20067]","-",2668,2256,1970,1171,1319,969,6.51102767355132,4.98175056642576,4.58227105284189,3.04453264403016,2.6216032557694,1.97088010269712
"ENSG00000198406",166.383525419136,182.385105705084,131.545421513239,61.0718513806447,23.006278263698,20.2279816984707,160.104684212486,34.7687037809378,2.22341551760334,3.31889638783088e-08,4.53402678834295e-07,"BZW1P2","3",116645902,116646727,"-",826,"processed_pseudogene","basic leucine zipper and W2 domains 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33954]","-",153,186,125,55,27,23,3.52002115992856,3.87209456456223,2.74103568420987,1.34808276637842,0.505913261497777,0.441016046188698
"ENSG00000104356",1865.01794832561,1383.57733413911,1379.64838083085,859.447508520346,680.815419729434,685.112945352552,1542.74788776519,741.791957867444,1.05717993977447,3.36039933920073e-08,4.58476302051601e-07,"POP1","8",98117297,98159834,"+",4852,"protein_coding","POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]","-",1715,1411,1311,774,799,779,6.71702899275173,5.00056733690727,4.89402995536898,3.22963976066894,2.54869774086085,2.54286478891987
"ENSG00000168453",0,2.94169525330781,1.05236337210591,21.0975486587682,28.1187845445198,145.113781749899,1.33135287513791,64.7767049843955,-5.56870442943139,3.38051886571935e-08,4.60623099141565e-07,"HR","8",22114415,22133384,"-",8784,"protein_coding","HR, lysine demethylase and nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:5172]","-",0,3,1,19,33,165,0,0.00587275638684779,0.00206201773693748,0.0437920411813687,0.0581452121783142,0.297507706378483
"ENSG00000196177",934.140185196326,892.314226836702,717.711819776232,2039.79983611353,1736.54796671913,1459.9325921505,848.055410603087,1745.42679832772,-1.04092042500003,3.4391511066335e-08,4.67849720659576e-07,"ACADSB","10",123008979,123058311,"+",6255,"protein_coding","acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]","-",859,910,682,1837,2038,1660,2.60975501291908,2.50165338731067,1.97488487809089,5.94587475490876,5.0427706039389,4.20327085734609
"ENSG00000137869",147.896467039232,88.2508575992343,94.7127034895321,349.77514881642,259.885735941774,308.696590267966,110.286676042666,306.119158342053,-1.47373818163414,3.44023520260361e-08,4.67849720659576e-07,"CYP19A1","15",51208057,51338610,"-",8437,"protein_coding","cytochrome P450 family 19 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2594]","-",136,90,90,315,305,351,0.306326627748251,0.183428797328687,0.193214263614234,0.755886204669906,0.55950521279345,0.658909349641612
"ENSG00000173535",66.335915363185,51.9699494751046,69.4559825589902,178.773964950615,159.339779085612,210.195114171065,62.5872824657599,182.769619402431,-1.54793274233411,3.44865076847951e-08,4.68690823392775e-07,"TNFRSF10C","8",23102590,23117437,"+",1868,"protein_coding","TNF receptor superfamily member 10c [Source:HGNC Symbol;Acc:HGNC:11906]","-",61,53,66,161,187,239,0.620564394354735,0.487878922449994,0.639958464070172,1.74494972522484,1.54937691723114,2.0264114547597
"ENSG00000135828",384.965803910942,326.528173117167,347.279912794951,771.726121991783,742.165495099295,624.42900025714,352.92462994102,712.773539116073,-1.01403618933787,3.58854982570656e-08,4.87073775115766e-07,"RNASEL","1",182573634,182589256,"-",6125,"protein_coding","ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050]","-",354,333,330,695,871,710,1.0983254819237,0.934869946666104,0.975871355822923,2.29727309445598,2.20092076995634,1.83594158259325
"ENSG00000065911",12988.7897229161,10405.7566760342,8332.61318033461,5820.70263522436,4673.68282505124,3816.93219875491,10575.7198597616,4770.43921967684,1.1487132164651,3.60572485049456e-08,4.89088991825314e-07,"MTHFD2","2",74198562,74217565,"+",4870,"protein_coding","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]","-",11944,10612,7918,5242,5485,4340,46.6073836593768,37.4697968369047,29.4490480037715,21.7922448589874,17.4317110173735,14.1145608697357
"ENSG00000067082",10468.0249391151,10738.1682396579,8365.23644486989,5423.18040260125,5097.16876197931,3521.42777046421,9857.14320788096,4680.59231168159,1.07461355394852,3.6089726754806e-08,4.89213708932406e-07,"KLF6","10",3775996,3785281,"-",6139,"protein_coding","Kruppel like factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]","zf-C2H2",9626,10951,7949,4884,5982,4004,29.7976568581672,30.6739145794527,23.4530639283607,16.1068990412994,15.0813813663164,10.3300646162742
"ENSG00000188994",7088.15567765966,8783.90202637712,12123.2260466601,3898.60491268079,4089.15294027729,4819.53650902694,9331.7612502323,4269.09812066167,1.12815483452631,3.66752015420691e-08,4.96829567763e-07,"ZNF292","6",87152833,87264196,"+",13128,"protein_coding","zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]","zf-C2H2",6518,8958,11520,3511,4799,5480,9.43516889622853,11.7334451719062,15.8941985824574,5.41459747052146,5.65776010233256,6.61132631465509
"ENSG00000105662",577.448705866413,686.395559105155,790.32489245154,1163.69636812574,1590.84153771571,1614.72062601705,684.723052474369,1456.4195106195,-1.08927514535517,3.67419201283856e-08,4.97412682872107e-07,"CRTC1","19",18683677,18782333,"+",6965,"protein_coding","CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:HGNC:16062]","-",531,700,751,1048,1867,1836,1.44879617590438,1.72818399001913,1.95300583126279,3.04630986242888,4.14873355620805,4.17501614047144
"ENSG00000176641",108.747402234729,131.395721314415,67.3512558147784,338.671175838121,401.33174304451,230.423095869536,102.498126454641,323.475338250722,-1.65671615170082,3.6795498114463e-08,4.97817263929802e-07,"RNF152","18",61808063,61894247,"-",10632,"protein_coding","ring finger protein 152 [Source:HGNC Symbol;Acc:HGNC:26811]","-",100,134,64,305,471,262,0.178738834920661,0.216721944497038,0.109030933340911,0.580789539868859,0.685643378245493,0.39029494466168
"ENSG00000079257",227.282070670585,289.266699908601,339.913369190209,525.217921873545,741.313410719158,774.819646797944,285.487379923132,680.450326463549,-1.25377943917197,3.71528809361492e-08,5.02328945527304e-07,"LXN","3",158645822,158672693,"-",1504,"protein_coding","latexin [Source:HGNC Symbol;Acc:HGNC:13347]","-",209,295,323,473,870,881,2.64078071948924,3.37277397387211,3.88990871529694,6.36718134258359,8.95290061016383,9.27757929312536
"ENSG00000154079",131.584356704023,125.5123308078,163.116322676416,278.709721755306,357.875439657525,408.077543830018,140.07100339608,348.220901747616,-1.31591447814247,3.96588007309783e-08,5.34490739036936e-07,"SDHAF4","6",70566917,70589569,"+",1440,"protein_coding","succinate dehydrogenase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:20957]","-",121,128,155,251,420,464,1.59682296137536,1.52848272895025,1.94963777027438,3.52894706593651,4.51418283638912,5.10342916444641
"ENSG00000136205",1277.78197625807,1317.8794734819,1084.98663664119,2759.33728510731,2673.84078486979,1964.75265714711,1226.88269546039,2465.97690904141,-1.00689683316706,4.22031154627104e-08,5.66238607271397e-07,"TNS3","7",47275154,47582558,"-",11797,"protein_coding","tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]","-",1175,1344,1031,2485,3138,2234,1.89278017218771,1.95902847009645,1.58296681182486,4.2647023774858,4.11693212286583,2.99928815275536
"ENSG00000155858",787.331192179441,698.162340118387,728.235453497291,391.970246133956,387.698392962318,290.227563499797,737.909661931706,356.632067532024,1.04985897680735,4.26152424184025e-08,5.71038812788937e-07,"LSM11","5",157743695,157760709,"+",6584,"protein_coding","LSM11, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:30860]","-",724,712,692,353,455,330,2.08969370601847,1.85953017297866,1.90371089770217,1.08547243139038,1.06958159549924,0.793835872669682
"ENSG00000118160",113.097298324119,108.842724372389,90.5032500011084,25.5391378500878,32.3792064452046,23.7458915590743,104.147757565872,27.2214119514556,1.93250755290258,4.30123364173788e-08,5.75625605392067e-07,"SLC8A2","19",47428017,47472168,"-",5546,"protein_coding","solute carrier family 8 member A2 [Source:HGNC Symbol;Acc:HGNC:11069]","-",104,111,86,23,38,27,0.356358698988735,0.344156654846128,0.280868677769249,0.0839618280026789,0.10604643621624,0.0771064132559333
"ENSG00000166741",1445.25297569955,993.312430533603,1120.7669912928,2847.05867163587,2412.25088016774,2137.13024031669,1186.44413250865,2465.47993070677,-1.05524798497048,4.39354051217368e-08,5.86857467903885e-07,"NNMT","11",114257787,114313285,"+",2919,"protein_coding","nicotinamide N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:7861]","-",1329,1013,1065,2564,2831,2430,8.65216467363078,5.96744477553934,6.60845955749935,17.7835246188499,15.0106023900368,13.1849589285942
"ENSG00000117525",3253.7222748631,2064.08950273765,3426.49513957685,7931.567898399,5528.32345832862,6399.07803643796,2914.76897239253,6619.65646438853,-1.18338855216635,4.45037863619633e-08,5.94071826716144e-07,"F3","1",94529225,94541800,"-",2875,"protein_coding","coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]","-",2992,2105,3256,7143,6488,7276,19.7768732809961,12.5900457825924,20.5130987606604,50.3010111961997,34.9273261028483,40.083113092007
"ENSG00000182612",260.993765363351,308.87800159732,373.588997097599,658.465597613133,627.986188160942,707.099881981324,314.486921352756,664.517222585133,-1.07907691338874,4.48620082876998e-08,5.98473432465308e-07,"TSPAN10","17",81637171,81648749,"+",4745,"protein_coding","tetraspanin 10 [Source:HGNC Symbol;Acc:HGNC:29942]","-",240,315,355,593,737,804,0.961189273530773,1.14153017296469,1.35511720747036,2.53018566706368,2.40393996718503,2.68365345982589
"ENSG00000135919",35056.9000584097,32233.1354555781,24942.0642822822,15212.4429802697,15266.795838914,8566.98998803493,30744.0332654233,13015.4096024062,1.24011868406491,4.74033305953882e-08,6.30187500837462e-07,"SERPINE2","2",223975112,224039319,"-",8891,"protein_coding","serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]","-",32237,32872,23701,13700,17917,9741,68.9029632532433,63.5753231349784,48.2837267859223,31.1963562762987,31.1894007280237,17.3523994204854
"ENSG00000115919",25899.2813162232,21432.2110505163,22154.3537095737,12285.4357031901,11048.1260728559,6333.99670401679,23161.9486921044,9889.1861600209,1.22789740500572,4.7419277465329e-08,6.30187500837462e-07,"KYNU","2",142877498,143055832,"+",17600,"protein_coding","kynureninase [Source:HGNC Symbol;Acc:HGNC:6469]","-",23816,21857,21052,11064,12966,7202,25.7152081767874,21.3545755014198,21.6653354286421,12.727215973839,11.4021223357055,6.48107507016237
"ENSG00000174529",216.407330447112,153.948718256442,192.582497095382,57.740659487155,68.1667504109571,71.237674677223,187.646181932978,65.7150281917783,1.50931377752094,4.80907121910563e-08,6.38706671204984e-07,"TMEM81","1",205083129,205084460,"-",1332,"protein_coding","transmembrane protein 81 [Source:HGNC Symbol;Acc:HGNC:32349]","-",199,157,183,52,80,81,2.83911341803616,2.02678875376005,2.48846529701979,0.790374706271986,0.929561459230707,0.963135513327491
"ENSG00000160957",1085.2990743026,1662.05781811891,2196.28235758504,468.587659684219,593.050728575327,784.493898914604,1647.87975000218,615.37742905805,1.42028977054533,4.9371332350676e-08,6.54061200517057e-07,"RECQL4","8",144511288,144517845,"-",4236,"protein_coding","RecQ like helicase 4 [Source:HGNC Symbol;Acc:HGNC:9949]","-",998,1695,2087,422,696,892,4.47722046810839,6.88060789368983,8.92382862446343,2.01692808842844,2.54299575404842,3.33515103156652
"ENSG00000121749",4267.24806369078,3030.92667599148,2932.93671805918,1896.55858469348,1520.11853416434,1297.22926109758,3410.37048591381,1571.3021266518,1.11837697014157,5.05402255466347e-08,6.68703198337747e-07,"TBC1D15","12",71839707,71927248,"+",8227,"protein_coding","TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]","-",3924,3091,2787,1708,1784,1475,9.06403120608637,6.46056597737132,6.13592715620618,4.20320220884405,3.35618351287288,2.83959972663711
"ENSG00000159792",2031.40147374475,2081.73967425749,1696.40975583473,984.922403175125,1111.1180316986,763.386439750982,1936.51696794566,953.142291541569,1.02279754887193,5.15460358426296e-08,6.81153307603453e-07,"PSKH1","16",67893272,67929678,"+",3977,"protein_coding","protein serine kinase H1 [Source:HGNC Symbol;Acc:HGNC:9529]","-",1868,2123,1612,887,1304,868,8.92596483553744,9.17925556388373,7.34165834740487,4.51545941792737,5.07474643656862,3.45677201084298
